amount,hour_of_day,velocity,geo_distance,is_fraud,fraud_score
626.66,0,0.0,0.0,0,0.34176911374184965
981.35,20,0.0666666666666666,0.0,0,0.16199787346209404
359.63,3,0.0666666666666666,0.0,0,0.34176911374184965
1086.65,17,0.0703922412107465,0.0,0,0.16199787346209404
1504.48,2,0.1157742402315484,1200.0,1,0.8818180870432843
2241.21,2,60.0,1200.0,1,0.8864082784715898
1184.6,10,0.0666666666666666,306.49049080317803,0,0.4755320294171026
600.31,20,0.0666666666666666,0.0,0,0.16199787346209404
960.86,14,0.0666666666666666,0.0,0,0.16199787346209404
422.49,18,0.0666666666666666,0.0,0,0.16199787346209404
1122.74,18,0.0,0.0,0,0.16199787346209404
818.71,13,0.0666666666666666,0.0,0,0.16199787346209404
338.64,3,0.0691031941031941,0.0,0,0.34176911374184965
604.03,2,0.0666666666666666,0.0,0,0.34176911374184965
288.99,1,0.0666666666666666,306.49049080317803,1,0.5933281463237914
17.09,5,0.0666666666666666,306.49049080317803,0,0.4161113297171566
301.67,11,0.0666666666666666,0.0,0,0.16199787346209404
379.8,23,0.0666666666666666,0.0,0,0.16199787346209404
411.98,15,0.0666666666666666,0.0,0,0.16199787346209404
4536.59,0,0.0666666666666666,1200.0,1,0.886418932751188
73.48,18,0.0666666666666666,1200.0,0,0.37453690158151515
269.27,8,0.0,0.0,0,0.16199787346209404
73.5,22,0.0666666666666666,0.0,0,0.16199787346209404
2556.15,0,0.3473562331146275,306.49049080317803,1,0.8861845107583057
339.52,20,0.0666666666666666,306.49049080317803,0,0.35755491122557
185.54,4,0.0666666666666666,0.0,0,0.33034523995769155
530.72,17,0.0666666666666666,0.0,0,0.16199787346209404
658.16,13,0.0666666666666666,0.0,0,0.16199787346209404
2802.55,0,0.0666666666666666,1200.0,1,0.886418932751188
505.15,23,0.0,0.0,0,0.16199787346209404
618.36,1,0.5280915358662168,0.0,0,0.34176911374184965
253.11,1,0.0666666666666666,0.0,0,0.34176911374184965
104.71,5,0.0666666666666666,0.0,0,0.19841940616496248
476.84,17,0.0666666666666666,0.0,0,0.16199787346209404
1115.03,3,0.0666666666666666,0.0,0,0.34176911374184965
31.92,9,0.1655933762649494,0.0,0,0.16199787346209404
412.02,12,0.0666666666666666,0.0,0,0.16199787346209404
868.96,22,0.0666666666666666,0.0,0,0.16199787346209404
655.54,5,0.0,0.0,0,0.19841940616496248
609.71,5,0.0666666666666666,0.0,0,0.19841940616496248
1102.99,4,0.0666666666666666,0.0,0,0.33034523995769155
403.9,2,0.0666666666666666,0.0,0,0.34176911374184965
636.05,14,0.0853242320819112,0.0,0,0.16199787346209404
851.74,8,0.0666666666666666,0.0,0,0.16199787346209404
786.48,10,0.0666666666666666,0.0,0,0.16199787346209404
848.6,9,0.0666666666666666,0.0,0,0.16199787346209404
1161.51,21,0.0,0.0,0,0.17666565213142432
138.05,8,0.0666666666666666,0.0,0,0.16199787346209404
5232.64,0,0.0666666666666666,1200.0,1,0.886418932751188
1620.39,0,60.0,0.0,1,0.8733027744107384
69.88,0,0.0666666666666666,1200.0,0,0.6108606620403486
717.4,1,0.0666666666666666,0.0,0,0.34176911374184965
1006.87,5,0.0,0.0,0,0.19841940616496248
834.69,12,0.0666666666666666,0.0,0,0.16199787346209404
5443.8,0,0.0666666666666666,0.0,1,0.8733144822338361
346.57,21,0.0666666666666666,0.0,0,0.16199787346209404
1155.09,12,0.0666666666666666,0.0,0,0.16199787346209404
679.39,8,0.0666666666666666,0.0,0,0.16199787346209404
47.39,7,0.0666666666666666,0.0,0,0.16199787346209404
1075.48,11,0.0,0.0,0,0.16199787346209404
304.97,15,0.0666666666666666,0.0,0,0.16199787346209404
456.35,13,0.0666666666666666,0.0,0,0.16199787346209404
935.39,2,0.0666666666666666,0.0,0,0.34176911374184965
133.37,1,0.0666666666666666,1200.0,1,0.6108606620403486
1670.73,1,60.0,0.0,1,0.8733027744107384
95.24,3,0.0666666666666666,1200.0,0,0.6108606620403486
481.75,18,0.0,0.0,0,0.16199787346209404
766.13,19,0.0666666666666666,0.0,0,0.16199787346209404
530.22,7,0.0666666666666666,0.0,0,0.16199787346209404
1171.64,10,0.0666666666666666,0.0,0,0.18822762088644474
721.85,7,0.0666666666666666,0.0,0,0.16199787346209404
1604.51,1,0.0666666666666666,1200.0,1,0.886418932751188
4348.69,1,60.0,0.0,1,0.8733027744107384
884.56,13,0.0666666666666666,1200.0,0,0.37453690158151515
5445.96,3,0.0666666666666666,0.0,1,0.8733144822338361
3613.19,4,0.0,0.0,1,0.8732789965016633
3473.84,4,60.0,1200.0,1,0.8863759832367918
2274.81,4,60.0,1200.0,1,0.8863759832367918
1148.54,18,0.0666666666666666,306.49049080317803,0,0.35755491122557
992.95,5,0.0666666666666666,0.0,0,0.19841940616496248
1556.57,0,0.0666666666666666,0.0,1,0.8733144822338361
1194.67,3,0.3049555273189326,0.0,0,0.6094834274301046
441.26,8,0.2291388199350773,0.0,0,0.16199787346209404
397.16,21,0.0666666666666666,0.0,0,0.16199787346209404
849.75,13,0.0666666666666666,0.0,0,0.16199787346209404
993.14,0,0.0888209025190594,0.0,0,0.34176911374184965
920.11,5,0.0666666666666666,0.0,0,0.19841940616496248
1156.61,23,0.0666666666666666,0.0,0,0.16199787346209404
855.78,5,0.0,0.0,0,0.19841940616496248
515.69,16,0.0893544143562759,0.0,0,0.16199787346209404
227.43,1,0.0666666666666666,0.0,0,0.34176911374184965
128.01,4,0.0666666666666666,0.0,0,0.33034523995769155
301.1,14,0.0666666666666666,0.0,0,0.16199787346209404
230.36,17,0.0666666666666666,1200.0,1,0.37453690158151515
344.61,18,0.0666666666666666,1200.0,0,0.37453690158151515
923.48,2,0.0666666666666666,0.0,0,0.34176911374184965
848.51,16,0.0666666666666666,0.0,0,0.16199787346209404
943.83,1,0.0666666666666666,0.0,0,0.34176911374184965
5004.38,2,0.0666666666666666,0.0,1,0.8733144822338361
4139.63,2,60.0,0.0,1,0.8733027744107384
48.32,1,0.0,0.0,0,0.34176911374184965
744.43,1,0.0666666666666666,0.0,0,0.34176911374184965
5.66,14,0.0666666666666666,0.0,0,0.16199787346209404
395.91,13,0.0666666666666666,0.0,0,0.16199787346209404
13.0,2,0.0666666666666666,0.0,0,0.34176911374184965
2171.24,21,0.0666666666666666,306.49049080317803,1,0.8630847349212781
502.16,8,0.0872790748418066,306.49049080317803,0,0.35755491122557
766.31,2,0.0666666666666666,0.0,1,0.34176911374184965
662.24,2,60.0,0.0,1,0.3715717464759884
1011.4,6,0.0666666666666666,0.0,0,0.16199787346209404
958.39,12,0.0666666666666666,0.0,0,0.16199787346209404
363.95,11,0.0666666666666666,0.0,0,0.16199787346209404
558.05,22,0.0873320071806317,0.0,0,0.16199787346209404
622.17,17,0.0666666666666666,0.0,0,0.16199787346209404
654.6,18,0.5476951163852122,0.0,0,0.16199787346209404
2779.99,4,0.0666666666666666,306.49049080317803,1,0.8861521600752568
2739.65,4,0.0666666666666666,0.0,1,0.8732789965016633
1150.17,23,0.0666666666666666,306.49049080317803,0,0.35755491122557
843.78,0,0.0666666666666666,0.0,0,0.34176911374184965
1173.16,14,0.0722949634508795,0.0,0,0.18822762088644474
299.07,3,0.0,0.0,0,0.34176911374184965
191.23,8,0.0666666666666666,0.0,0,0.16199787346209404
1177.75,22,0.0717932354818123,0.0,0,0.23246952827680234
393.44,9,0.0917454573256199,0.0,0,0.16199787346209404
1070.13,0,0.0666666666666666,0.0,0,0.34176911374184965
506.58,9,0.1063766916848886,0.0,0,0.16199787346209404
37.88,7,0.0666666666666666,0.0,0,0.16199787346209404
255.95,5,0.0666666666666666,306.49049080317803,1,0.4161113297171566
238.64,22,0.0,0.0,0,0.16199787346209404
603.0,15,0.0666666666666666,0.0,0,0.16199787346209404
1118.99,9,0.0666666666666666,0.0,0,0.16199787346209404
202.27,10,4.41717791411043,0.0,0,0.18042112102072902
1061.1,13,0.0666666666666666,0.0,0,0.16199787346209404
720.9,8,0.0666666666666666,0.0,0,0.16199787346209404
1031.32,1,0.0,0.0,0,0.34176911374184965
1158.57,14,0.0666666666666666,0.0,0,0.16199787346209404
974.52,18,0.0666666666666666,0.0,0,0.16199787346209404
872.82,10,0.0666666666666666,0.0,0,0.16199787346209404
550.27,8,0.0666666666666666,0.0,0,0.16199787346209404
150.62,4,0.0666666666666666,0.0,0,0.33034523995769155
898.12,5,0.0666666666666666,0.0,0,0.19841940616496248
117.12,10,0.0666666666666666,0.0,0,0.16199787346209404
983.25,11,0.6482982171799028,0.0,0,0.16199787346209404
374.04,4,0.0,0.0,0,0.33034523995769155
804.39,10,0.0666666666666666,0.0,0,0.16199787346209404
163.96,3,0.0666666666666666,306.49049080317803,1,0.5933281463237914
3100.17,3,60.0,0.0,1,0.8733027744107384
2616.99,3,60.0,1200.0,1,0.8864082784715898
5.48,14,0.086459484125078,1200.0,0,0.37453690158151515
1103.83,4,0.0666666666666666,0.0,0,0.33034523995769155
502.13,15,0.0949317019144559,0.0,0,0.16199787346209404
443.21,18,0.0666666666666666,0.0,0,0.16199787346209404
586.62,2,0.0666666666666666,0.0,0,0.34176911374184965
415.65,10,0.0666666666666666,0.0,0,0.16199787346209404
1140.02,19,0.1136040897472309,0.0,0,0.16199787346209404
4307.29,8,0.0666666666666666,1200.0,1,0.8633593987397308
1161.84,19,0.0666666666666666,1200.0,0,0.3992795306678001
638.22,4,0.0,0.0,0,0.33034523995769155
187.1,3,0.0666666666666666,0.0,0,0.34176911374184965
380.06,6,0.0666666666666666,0.0,0,0.16199787346209404
411.37,2,0.0666666666666666,1200.0,1,0.6108606620403486
1066.74,20,0.0666666666666666,1200.0,0,0.37453690158151515
527.21,18,0.0666666666666666,0.0,0,0.16199787346209404
238.33,22,0.0666666666666666,0.0,0,0.16199787346209404
982.61,13,0.0666666666666666,0.0,0,0.16199787346209404
578.2,5,0.0,0.0,0,0.19841940616496248
1135.86,4,0.0666666666666666,0.0,0,0.33034523995769155
658.77,17,0.0666666666666666,0.0,0,0.16199787346209404
220.48,1,0.0666666666666666,0.0,0,0.34176911374184965
2927.82,4,0.0666666666666666,1200.0,1,0.8863866401572555
3062.57,4,60.0,0.0,1,0.8732672858750069
712.65,9,0.0666666666666666,1200.0,0,0.37453690158151515
1017.44,22,0.0666666666666666,0.0,0,0.16199787346209404
1112.11,8,0.0,0.0,0,0.16199787346209404
177.54,16,0.1184405329823984,0.0,0,0.16199787346209404
1005.57,5,0.0666666666666666,0.0,0,0.19841940616496248
191.89,4,0.0666666666666666,0.0,1,0.33034523995769155
5167.43,4,60.0,1200.0,1,0.8863759832367918
241.28,12,0.0666666666666666,1200.0,0,0.37453690158151515
999.87,23,0.0666666666666666,0.0,0,0.16199787346209404
1005.34,8,0.0666666666666666,0.0,0,0.16199787346209404
537.48,17,0.0666666666666666,0.0,0,0.16199787346209404
833.01,16,0.0666666666666666,0.0,0,0.16199787346209404
1022.48,17,0.0666666666666666,0.0,0,0.16199787346209404
905.81,9,0.0,0.0,0,0.16199787346209404
516.02,19,0.0666666666666666,0.0,0,0.16199787346209404
50.62,15,0.0666666666666666,0.0,0,0.16199787346209404
972.38,22,0.0666666666666666,0.0,0,0.16199787346209404
1016.74,1,0.2586206896551724,0.0,0,0.34176911374184965
47.31,7,0.0666666666666666,0.0,0,0.16199787346209404
13.43,21,0.0666666666666666,0.0,0,0.16199787346209404
461.95,19,0.0666666666666666,0.0,0,0.16199787346209404
344.45,14,0.0666666666666666,0.0,0,0.16199787346209404
1048.96,19,0.1866251944012441,0.0,0,0.16199787346209404
284.9,21,0.0666666666666666,0.0,0,0.16199787346209404
869.57,19,0.0666666666666666,0.0,0,0.16199787346209404
5927.83,18,0.0666666666666666,306.49049080317803,1,0.8630847349212781
976.55,1,0.1445725071282277,306.49049080317803,0,0.5933281463237914
985.08,0,0.0666666666666666,0.0,0,0.34176911374184965
1068.24,1,2.8846153846153846,0.0,0,0.34176911374184965
432.06,13,0.0,0.0,0,0.16199787346209404
1168.68,18,0.0666666666666666,0.0,0,0.17666565213142432
84.33,13,0.0666666666666666,0.0,0,0.16199787346209404
648.96,22,0.0666666666666666,0.0,0,0.16199787346209404
2511.18,4,0.0666666666666666,0.0,1,0.8732789965016633
743.9,17,0.0666666666666666,0.0,0,0.16199787346209404
992.2,19,0.0666666666666666,0.0,0,0.16199787346209404
894.86,3,0.1218686526743398,0.0,0,0.34176911374184965
41.09,5,0.0666666666666666,0.0,0,0.19841940616496248
94.85,8,0.0666666666666666,0.0,0,0.16199787346209404
734.85,12,0.2164111812443643,0.0,0,0.16199787346209404
614.4,3,0.0,0.0,0,0.34176911374184965
717.0,2,0.0666666666666666,0.0,0,0.34176911374184965
358.58,1,0.0666666666666666,0.0,1,0.34176911374184965
128.63,3,0.5750798722044729,0.0,0,0.34176911374184965
567.61,15,0.0666666666666666,0.0,0,0.16199787346209404
968.49,1,0.1072194424588992,0.0,1,0.34176911374184965
215.15,18,0.0666666666666666,0.0,0,0.16199787346209404
915.62,21,0.0666666666666666,0.0,0,0.16199787346209404
253.92,15,0.0666666666666666,1200.0,1,0.37453690158151515
3621.38,4,0.0666666666666666,1200.0,1,0.8863866401572555
894.39,8,0.0666666666666666,0.0,0,0.16199787346209404
850.55,15,0.0666666666666666,0.0,0,0.16199787346209404
183.79,4,0.0666666666666666,0.0,0,0.33034523995769155
338.61,12,0.0666666666666666,0.0,0,0.16199787346209404
4891.3,3,0.0695652173913043,0.0,1,0.8733144822338361
1174.47,1,0.0,0.0,0,0.365810864398013
323.0,2,0.0666666666666666,306.49049080317803,1,0.5933281463237914
103.8,15,0.0666666666666666,306.49049080317803,0,0.35755491122557
738.48,20,0.0666666666666666,0.0,0,0.16199787346209404
507.35,18,0.0666666666666666,0.0,0,0.16199787346209404
568.97,0,0.0666666666666666,1200.0,1,0.6108606620403486
1095.19,11,0.0,0.0,0,0.16199787346209404
339.31,16,0.0666666666666666,0.0,0,0.16199787346209404
150.73,2,0.0666666666666666,0.0,0,0.34176911374184965
645.46,15,0.0666666666666666,0.0,0,0.16199787346209404
1196.05,3,0.0666666666666666,0.0,0,0.6094834274301046
342.1,15,0.0666666666666666,0.0,0,0.16199787346209404
4387.75,0,0.0666666666666666,1200.0,1,0.886418932751188
4638.58,1,2.4226110363391653,1200.0,1,0.886418932751188
397.08,18,0.0666666666666666,1200.0,0,0.37453690158151515
306.47,23,0.0,0.0,0,0.16199787346209404
5477.55,4,0.0666666666666666,1200.0,1,0.8863866401572555
115.63,1,0.0666666666666666,1200.0,1,0.6108606620403486
752.65,15,0.0666666666666666,1200.0,0,0.37453690158151515
1157.96,19,0.0666666666666666,0.0,0,0.16199787346209404
835.36,2,0.1442943604954106,0.0,0,0.34176911374184965
1157.68,18,0.0666666666666666,0.0,0,0.16199787346209404
681.88,12,0.0666666666666666,0.0,0,0.16199787346209404
812.79,1,0.0666666666666666,1200.0,1,0.6108606620403486
363.72,19,0.0,0.0,0,0.16199787346209404
1029.44,1,0.1723807699674392,306.49049080317803,1,0.5933281463237914
1112.66,6,0.0666666666666666,306.49049080317803,0,0.35755491122557
129.44,9,0.0666666666666666,0.0,0,0.16199787346209404
142.95,2,0.0666666666666666,0.0,0,0.34176911374184965
1125.7,22,0.0666666666666666,0.0,0,0.16199787346209404
688.13,15,0.0666666666666666,0.0,0,0.16199787346209404
435.38,12,0.0666666666666666,0.0,0,0.16199787346209404
320.54,22,0.0666666666666666,0.0,0,0.16199787346209404
5117.14,15,0.0666666666666666,306.49049080317803,1,0.8630847349212781
3454.0,3,0.0666666666666666,1200.0,1,0.886418932751188
261.35,6,0.3045170021992894,1200.0,0,0.37453690158151515
568.9,2,0.0,0.0,0,0.34176911374184965
979.72,23,0.0666666666666666,0.0,0,0.16199787346209404
165.93,2,0.3563650762225302,1200.0,1,0.6108606620403486
1772.09,3,1.1814899901542502,1200.0,1,0.886418932751188
548.29,18,0.0666666666666666,306.49049080317803,0,0.35755491122557
1023.5,19,0.8902077151335311,0.0,0,0.16199787346209404
726.59,3,0.0666666666666666,0.0,0,0.34176911374184965
11.58,8,0.2083212777038366,0.0,0,0.16199787346209404
1103.16,19,0.0898495020840092,0.0,0,0.16199787346209404
729.63,10,0.0674043700499915,0.0,0,0.16199787346209404
851.39,8,0.0666666666666666,0.0,0,0.16199787346209404
889.27,18,0.0666666666666666,0.0,0,0.16199787346209404
342.09,13,0.0666666666666666,0.0,0,0.16199787346209404
1192.55,17,0.0666666666666666,0.0,0,0.3873223343443487
1196.37,4,0.0666666666666666,1200.0,1,0.7615361157317381
30.09,0,0.0,0.0,0,0.34176911374184965
5507.92,3,0.0666666666666666,1200.0,1,0.886418932751188
507.88,8,0.0666666666666666,1200.0,0,0.37453690158151515
236.66,14,0.1813693385057181,0.0,0,0.16199787346209404
1162.47,2,0.0666666666666666,0.0,0,0.355687015741972
742.87,13,0.0666666666666666,0.0,0,0.16199787346209404
981.78,13,0.0666666666666666,0.0,0,0.16199787346209404
724.43,1,0.0666666666666666,0.0,0,0.34176911374184965
301.89,8,0.0666666666666666,1200.0,1,0.37453690158151515
1110.56,4,0.0666666666666666,1200.0,0,0.5986222498400161
1001.04,8,0.0666666666666666,0.0,0,0.16199787346209404
1494.77,1,0.0,0.0,1,0.8682617028309557
3466.97,1,60.0,0.0,1,0.8733027744107384
644.75,5,0.0666666666666666,0.0,0,0.19841940616496248
992.57,19,0.0666666666666666,0.0,0,0.16199787346209404
836.97,7,0.0830967384530157,0.0,0,0.16199787346209404
88.39,15,0.0666666666666666,0.0,0,0.16199787346209404
85.58,6,0.0666666666666666,0.0,0,0.16199787346209404
113.58,21,0.0666666666666666,0.0,0,0.16199787346209404
1199.69,11,0.0666666666666666,0.0,0,0.6669349962308916
297.55,9,0.0666666666666666,0.0,0,0.16199787346209404
259.56,17,0.1234144669180665,0.0,0,0.16199787346209404
3765.0,1,0.0666666666666666,1200.0,1,0.886418932751188
626.85,2,60.0,0.0,1,0.3715717464759884
5974.28,3,0.0666666666666666,1200.0,1,0.886418932751188
3964.75,3,60.0,0.0,1,0.8733027744107384
670.68,10,0.0,0.0,0,0.16199787346209404
113.03,3,0.0666666666666666,0.0,0,0.34176911374184965
943.63,10,0.0666666666666666,0.0,0,0.16199787346209404
3776.68,1,0.0666666666666666,0.0,1,0.8733144822338361
970.82,19,0.0666666666666666,0.0,0,0.16199787346209404
1056.84,3,0.1294033069734004,0.0,0,0.34176911374184965
5240.12,0,0.0666666666666666,306.49049080317803,1,0.8861845107583057
2751.2,0,60.0,0.0,1,0.8733027744107384
1102.54,3,0.0666666666666666,306.49049080317803,0,0.5933281463237914
467.07,3,0.0666666666666666,0.0,0,0.34176911374184965
726.05,10,0.1557160776850209,0.0,0,0.16199787346209404
579.82,19,0.0,0.0,0,0.16199787346209404
1066.6,5,0.0999000999000999,0.0,0,0.19841940616496248
855.12,2,0.0666666666666666,0.0,0,0.34176911374184965
354.82,2,9.782608695652174,0.0,0,0.3715717464759884
911.03,14,0.0666666666666666,0.0,0,0.16199787346209404
2922.01,2,0.0666666666666666,1200.0,1,0.886418932751188
196.11,4,0.0666666666666666,1200.0,0,0.5986222498400161
1066.81,14,0.104007164938029,0.0,0,0.16199787346209404
763.67,2,0.0666666666666666,0.0,0,0.34176911374184965
725.2,5,0.0666666666666666,0.0,0,0.19841940616496248
163.75,7,0.5602240896358543,0.0,0,0.16199787346209404
1066.28,11,0.0,0.0,0,0.16199787346209404
5227.52,3,0.0666666666666666,1200.0,1,0.886418932751188
